Wilayah,Kelompok_Usia,Jenis_Kelamin,Kategori_Responden,Pertanyaan,Tanggapan
Sentani,Dewasa,Perempuan,Masyarakat,Apa yang menurut Anda mungkin terjadi dalam 6 bulan ke depan terkait dengan situasi politik,partai politik ada hanya jika terjadi pilkada
Sentani,Dewasa,Perempuan,Masyarakat,Apa yang menurut Anda mungkin terjadi dalam 6 bulan ke depan terkait dengan situasi politik,dalam musrembang tidak ada politik (terbuka)
Sentani,Dewasa,Perempuan,Masyarakat,Apa yang menurut Anda mungkin terjadi dalam 6 bulan ke depan terkait dengan situasi ekonomi,situasi ekonomi di kampung bagus (tergantung dari masing – masing orang)
Sentani,Dewasa,Perempuan,Masyarakat,Apa yang menurut Anda mungkin terjadi dalam 6 bulan ke depan terkait dengan situasi sosial,biasa ada gotng royong
Sentani,Dewasa,Perempuan,Masyarakat,Apa yang menurut Anda mungkin terjadi dalam 6 bulan ke depan terkait dengan situasi sosial,"di hari – hari besar (hari – hari gereja HUT GEREJA 1 tahun sekali, paskah, natal)"
Sentani,Dewasa,Perempuan,Masyarakat,Apa yang menurut Anda mungkin terjadi dalam 6 bulan ke depan terkait dengan situasi sosial,"pangkur sagu (tergantung dari yang punya kebutuhan, saling membantu)"
Sentani,Dewasa,Perempuan,Masyarakat,Apa yang perlu dilakukan untuk mengatasi dampak merugikan yang mungkin timbul dari skenario-skenario tersebut? Dan oleh siapa?,menghindari yang melibatkan diri dalam hal yang tidak baik
Sentani,Dewasa,Perempuan,Masyarakat,Apa yang perlu dilakukan untuk mengatasi dampak merugikan yang mungkin timbul dari skenario-skenario tersebut? Dan oleh siapa?,"mabuk atau miras (membuat kegiatan – kegiatan postif agar ikut terlibat, kategori pemabuk pemuda dan orang tua tapi jarang terjadi keributan, jarang ada kekerasan di saat sudah sadar akan berdamai, jika masalah besar yang menangani pemerintah, tokoh adat, dan tokoh agama)."
Sentani,Dewasa,Perempuan,Masyarakat,Apa yang perlu dilakukan untuk mengatasi dampak merugikan yang mungkin timbul dari skenario-skenario tersebut? Dan oleh siapa?,"Kegiatan ibu – ibu di sabtu pagi masih berjalan seperti senam pagi dan Volly (kesepakatan Bersama ibu – ibu, PKK, YAUMIE (Perempuan yang datang dari luar dan menikah di kampung asal laki – laki)."
Sentani,Dewasa,Laki laki,Masyarakat,Apa saja kebutuhan utama saat ini dan yang akan datang di komunitas Anda?,Jumlah rumah tidak bertambah sementara jumlah keluarga terus bertambah.
Sentani,Dewasa,Laki laki,Masyarakat,Apa saja kebutuhan utama saat ini dan yang akan datang di komunitas Anda?,"Hanya diperbolehkan 1 TK dan 1 PAUD per kampung, sehingga banyak anak tidak sekolah karena terkendala jarak dan tempat tinggal."
Sentani,Dewasa,Laki laki,Masyarakat,Apa saja kebutuhan utama saat ini dan yang akan datang di komunitas Anda?,Sungai/Kali Away sering meluap hingga masuk ke pemukiman.
Sentani,Dewasa,Laki laki,Masyarakat,Apa saja kebutuhan utama saat ini dan yang akan datang di komunitas Anda?,Marak pencurian yang dilakukan oleh anak-anak usia dini.
Sentani,Dewasa,Laki laki,Masyarakat,Siapa yang akan Anda minta bantuan untuk mengatasi kebutuhan-kebutuhan ini?,Menyampaikan aspirasi melalui Musyawarah Perencanaan Pembangunan (Musrembang).
Sentani,Dewasa,Laki laki,Masyarakat,Siapa yang akan Anda minta bantuan untuk mengatasi kebutuhan-kebutuhan ini?,"Untuk masalah yang bisa diselesaikan sendiri, kami selesaikan di kantor kampung."
Sentani,Dewasa,Laki laki,Masyarakat,Apa saja ketegangan yang terjadi di komunitas Anda yang mempengaruhi keluarga Anda?,Sengketa Tanah: Masalah batas wilayah antar keluarga dan dengan kampung tetangga (Yoboi).
Sentani,Dewasa,Laki laki,Masyarakat,Apa saja ketegangan yang terjadi di komunitas Anda yang mempengaruhi keluarga Anda?,Hak atas Tanah: Ada kasus di mana hak pakai berubah menjadi hak milik karena transaksi uang yang tidak sah.
Sentani,Dewasa,Laki laki,Masyarakat,Apa saja ketegangan yang terjadi di komunitas Anda yang mempengaruhi keluarga Anda?,"Kenakalan Remaja: Anak-anak mulai mabuk-mabukan yang berujung pada perkelahian antar teman, dengan keluarga, atau antar kampung."
Sentani,Dewasa,Laki laki,Masyarakat,Bagaimana ketegangan tersebut muncul?,Dipicu oleh sengketa lahan warisan dan pergaulan bebas remaja
Sentani,Dewasa,Laki laki,Masyarakat,Siapa kelompok rentan/berisiko tinggi?,Kelompok rentan: Anak-anak.
Sentani,Dewasa,Laki laki,Masyarakat,Siapa kelompok rentan/berisiko tinggi?,"Dampaknya: Jika ada pemblokiran jalan, anak-anak susah sekolah. Jika ada orang mabuk, anak-anak takut berangkat sekolah."
Sentani,Dewasa,Laki laki,Masyarakat,Apa yang menyatukan/memecah belah masyarakat di wilayah ini?,"Perekat (Pemersatu): Kegiatan yang digagas Kepala Kampung, acara adat, dan ibadah. Pada dasarnya masyarakat merasa ""satu""."
Sentani,Dewasa,Laki laki,Masyarakat,Siapa tokoh paling berpengaruh?,Kepala Suku / Kepala Kampung
Sentani,Dewasa,Laki laki,Masyarakat,Siapa tokoh paling berpengaruh?,Pendeta
Sentani,Dewasa,Laki laki,Masyarakat,Bagaimana masyarakat memandang WVI?,"Masyarakat sangat berterima kasih karena WVI turun langsung ke orang tua dan anak-anak, berbeda dengan LSM lain yang lebih banyak menghabiskan biaya untuk kegiatan."
Sentani,Dewasa,Laki laki,Masyarakat,Bagaimana masyarakat memandang WVI?,Tidak pernah ada masalah antar denominasi gereja saat WVI berkegiatan.
Sentani,Dewasa,Laki laki,Masyarakat,Bagaimana masyarakat memandang WVI?,Harapan: Adanya materi tertulis yang bisa dimasukkan dalam liturgi ibadah dan pembinaan untuk anak muda.
Sentani,Dewasa,Laki laki,Masyarakat,Skenario 6 bulan ke depan:,Keamanan: Situasi aman dan tidak terpengaruh politik.
Sentani,Dewasa,Laki laki,Masyarakat,Skenario 6 bulan ke depan:,Politik: Tidak berdampak langsung pada kampung.
Sentani,Dewasa,Laki laki,Masyarakat,Skenario 6 bulan ke depan:,"Ekonomi: Harga sagu (hasil utama) menurun. Tanaman sagu butuh 20-30 tahun untuk tumbuh. Saat ini sudah ada pembagian kelompok tani dan koordinasi mulai berjalan baik, hasil pun mulai meningkat meski bertahap."
Sentani,Dewasa,Laki laki,Masyarakat,Skenario 6 bulan ke depan:,"Sosial: Mulai ada konflik dengan ""orang gunung"" yang masuk dan mengambil hasil tanah tanpa izin. Saat ini masih ditegur lisan dan dipasang palang, namun jika terus terjadi dikhawatirkan akan ada tindakan tegas dari masyarakat."
Sentani,Dewasa,Laki laki,Masyarakat,Apa yang perlu dilakukan dan oleh siapa?,Belum ada rencana aksi selain menegur secara lisan dan memasang palang pembatas.
Sentani,Dewasa,Laki laki,Masyarakat,Masukan dan Harapan untuk WVI,"Hal yang perlu dihindari: Sebaiknya program WVI diselaraskan dengan program kampung agar diketahui saat rapat kampung. Secara norma dan adat, WVI tidak pernah melanggar."
Sentani,Dewasa,Laki laki,Masyarakat,Masukan Program:,"Jika ada pembangunan gedung/balai, libatkan WVI."
Sentani,Dewasa,Laki laki,Masyarakat,Masukan Program:,"Buatkan buku panduan ""Bapa Bijak, Mama Bijak"" sebagai pedoman membina anak."
Sentani,Dewasa,Laki laki,Masyarakat,Masukan Program:,"Bantuan peralatan olahraga (bola, net) untuk anak-anak."
Sentani,Dewasa,Laki laki,Masyarakat,Masukan Program:,Sediakan bahan/bacaan pengakuan iman mingguan untuk dibagikan di gereja.
Sentani,Dewasa,Laki laki,Masyarakat,Masukan Program:,Bantuan infrastruktur skala besar seperti air bersih (selama ini baru buku dan pensil warna).
Sentani,Anak,Laki laki,Masyarakat,Bisakah Anda menggambarkan seperti apa kehidupan sehari-harimu?,kehidupan setiap hari di rumah bermain hp dan melakukan aktivitas rumah seperti biasa dan menggambar di sela waktu kosong
Sentani,Anak,Laki laki,Masyarakat,Bisakah Anda menggambarkan seperti apa kehidupan sehari-harimu?,"berolahraga setiap hari yaitu bermain kasti dilingkungan rumah, di sekolah membaca buku dan membantu mama di rumah."
Sentani,Anak,Laki laki,Masyarakat,Bisakah Anda menggambarkan seperti apa kehidupan sehari-harimu?,"setiap hari ke sekolah dan beribadah, membantu mama berjualan Setiap pagi pergi sekolah, pulang dan melakukan aktivitas seperti biasanya"
Sentani,Anak,Laki laki,Masyarakat,Apa yang menurut Anda akan terjadi di komunitas Anda dalam waktu dekat?,Pemuda kampung yang dulu rame sekarang sepi sekarang sepi karena sudah sibuk dengan aktivitas lain dan juga akan ada ibadah Pam gabungan se-klasis Sentani yang di laksanakan tanggal 30 febuari 2026
Sentani,Anak,Laki laki,Masyarakat,Apa yang menurut Anda akan terjadi di komunitas Anda dalam waktu dekat?,Dari kampung tanggal 17 di adakan rekreasi lepas sambut tahun baru
Sentani,Anak,Laki laki,Masyarakat,Apa yang menurut Anda akan terjadi di komunitas Anda dalam waktu dekat?,Bermain badminton bersama dan Mengumpulkan iuran untuk membeli net dan lampu
Sentani,Anak,Laki laki,Masyarakat,Apa yang membuat Anda merasa aman?,merasa pasar aman karena macet di dalam jalan menuju pasar dan dengan keberadaan polisi sa merasa aman untuk belanja ke pasar
Sentani,Anak,Laki laki,Masyarakat,Apa yang membuat Anda merasa aman?,"sa merasa aman ketika sa pergi gereja, daripada di rumah dan disuruh bekerja"
Sentani,Anak,Laki laki,Masyarakat,Apa yang membuat Anda merasa aman?,merasa aman ketika berada disekolah dari pada dirumah
Sentani,Anak,Laki laki,Masyarakat,Apa yang membuat Anda merasa aman?,Sa merasa aman ketika sa bersama-sama dengan teman ketika ada yang mau pukul sa.
Sentani,Anak,Laki laki,Masyarakat,Apa yang membuat Anda merasa aman?,sa merasa aman ketika bersama nenek karena bapa dan mama suka pukul sa.
Sentani,Anak,Laki laki,Masyarakat,Apa yang membuat Anda merasa aman?,merasa aman ketika motor mogok di tempat sepi dan malam hari ada yang datang membantu untuk mendorong motor.
Sentani,Anak,Laki laki,Masyarakat,"Apa ketakutan Anda? Bagaimana Anda mengatasi situasi tersebut (misalnya, kepada siapa Anda pergi, apa yang Anda lakukan)?",takut ketahuan isap rokok dari bapa dan mama dan sa mengatasinya sa pergi tinggal dengan nenek untuk menghindar dari orang tua.
Sentani,Anak,Laki laki,Masyarakat,"Apa ketakutan Anda? Bagaimana Anda mengatasi situasi tersebut (misalnya, kepada siapa Anda pergi, apa yang Anda lakukan)?",bermain sampe larut malam dan pulang sendiri takut diganggu setan dan cara mengatasinya sa lari secepatnya ke rumah.
Sentani,Anak,Laki laki,Masyarakat,"Apa ketakutan Anda? Bagaimana Anda mengatasi situasi tersebut (misalnya, kepada siapa Anda pergi, apa yang Anda lakukan)?","sa merasa takut ketika bapa mau pukul ketika sa berada di rumah, sa mengatasinya sa lari ke mama danTakut nilai jelek berada di sekolah, mengatasinya dengan bertanya kepada kaka."
Sentani,Anak,Laki laki,Masyarakat,"Apa ketakutan Anda? Bagaimana Anda mengatasi situasi tersebut (misalnya, kepada siapa Anda pergi, apa yang Anda lakukan)?","ketika sa disuruh belanja tapi sa beli barang dan salah, sa mengatasinya dengan lebih mengontrol untuk kedepanya"
Sentani,Anak,Laki laki,Masyarakat,"Apa ketakutan Anda? Bagaimana Anda mengatasi situasi tersebut (misalnya, kepada siapa Anda pergi, apa yang Anda lakukan)?","Ketakukan terhadap masa depan mau jadi apa, cita-cita terwujud atau tidak bisa dapat pekerjaan, tapi sa tetap berpikir positif untuk kedepanya. Sa pergi ke teman-teman untuk bertanya tentang tes Tni untuk mau cari pengalaman."
Sentani,Anak,Laki laki,Masyarakat,Apa harapan Anda untuk komunitas Anda di masa depan?,"Harapan cita-cita tercapai, persekutuan ibadah adanya alat musik, harapan untuk Rumah Baca tambah maju dan anak-anak tambah banyak, harapan untuk sekolah smp 5 kehiran adanya lapangan bola, harapan untuk Pam Gereja ibadah lebih on time"
Sentani,Anak,Laki laki,Masyarakat,Bagaimana menurut Anda pemuda dapat berkontribusi dalam mengubah situasi?,"salah satu kontrubusi adalah mengajak teman-teman untuk ke rumah baca supaya rame lagi, pemuda melakukan bazzar untuk pengadaan alat musik di gereja"
Sentani,Anak,Perempuan,Masyarakat,Bisakah Anda menggambarkan seperti apa kehidupan sehari-harimu?,"Bangun pagi jam 4 pagi siap ke sekolah, kasih bangun bapa minta antar kesekolah, pulang sekolah set 3 tunggu speed smpai jam 4 lalu pulang, makan, istirahat, jaga kios jika libur: cuci barang kotor, bikin bapa kopi, jalan kaki ke kampung abar untuk jaga kios, main di lapangan"
Sentani,Anak,Perempuan,Masyarakat,Bisakah Anda menggambarkan seperti apa kehidupan sehari-harimu?,"Bangun jam 4 pagi, set 5 berdoa, lalu siap ke sekolah, pulang sekolah jam 1 tunggu speed di dermaga smpe jam 2, pulang, makan, istirahat, main voli, pulang  main sekitar jam 5/6"
Sentani,Anak,Perempuan,Masyarakat,Bisakah Anda menggambarkan seperti apa kehidupan sehari-harimu?,"Libur: main hp, di rumah saja, kadang main voli (bermain Bersama teman2 saja, tanpa bimbingan pelatih)"
Sentani,Anak,Perempuan,Masyarakat,Bisakah Anda menggambarkan seperti apa kehidupan sehari-harimu?,"Bangun jam 4, siap ke sekolah, masak, jalan ke dermaga tunggu johnson dri jam 5 pagi kadang terlambat sampai jam 8 (tunggu speed full baru bisa jalan), pulang sekolah jam 3 tunggu johnson lgi sampe jam 5/6/gelap, kalau pulang tempo main voli dengan teman2"
Sentani,Anak,Perempuan,Masyarakat,Bisakah Anda menggambarkan seperti apa kehidupan sehari-harimu?,"Bangun pagi, siap ke sekolah, pulang sekolah jam 2 tunggu speed smpe jam 3, istirahat, makan, lalu main voli di lapangan"
Sentani,Anak,Perempuan,Masyarakat,Bisakah Anda menggambarkan seperti apa kehidupan sehari-harimu?,"Libur: tidur, main dengan teman2"
Sentani,Anak,Perempuan,Masyarakat,Apa yang telah berubah dalam beberapa bulan terakhir? Bagaimana menurut Anda hal itu telah mempengaruhi Anda dan komunitas?,Pembangunan Pustu
Sentani,Anak,Perempuan,Masyarakat,Apa yang telah berubah dalam beberapa bulan terakhir? Bagaimana menurut Anda hal itu telah mempengaruhi Anda dan komunitas?,Rencana Pembangunan jalan raya dari danau love ke kampung abar
Sentani,Anak,Perempuan,Masyarakat,Apa yang telah berubah dalam beberapa bulan terakhir? Bagaimana menurut Anda hal itu telah mempengaruhi Anda dan komunitas?,"Pengadaan boat sekolah namun kadang dipinjam oleh umum diluar jam sekolah jika ada keperluan, (kendala: motoris yang tetap belum ada, boat tidak mengantar anak” setiap hari/kadang2 saja)"
Sentani,Anak,Perempuan,Masyarakat,Apa yang telah berubah dalam beberapa bulan terakhir? Bagaimana menurut Anda hal itu telah mempengaruhi Anda dan komunitas?,4 tahun lalu hanya menggunakan solar cell namun sekarang PLN sudah masuk (Listrik 24 jam) sudah jalan 3 tahun
Sentani,Anak,Perempuan,Masyarakat,Apa yang telah berubah dalam beberapa bulan terakhir? Bagaimana menurut Anda hal itu telah mempengaruhi Anda dan komunitas?,Menurut kami pembuatan jalan sangat membantu kami karena ada kebun kami disana (hutan) di jalan ke arah danau love.
Sentani,Anak,Perempuan,Masyarakat,Apa yang telah berubah dalam beberapa bulan terakhir? Bagaimana menurut Anda hal itu telah mempengaruhi Anda dan komunitas?,Pustu sangat bermanfaat baik sehingga jika ada warga yang berada dalam kondisi emergency bisa mendapatkan penanganan secara langsung di pustu
Sentani,Anak,Perempuan,Masyarakat,Apa yang telah berubah dalam beberapa bulan terakhir? Bagaimana menurut Anda hal itu telah mempengaruhi Anda dan komunitas?,Dengan masuknya PLN juga membantu kami dalam keseharian kami
Sentani,Anak,Perempuan,Masyarakat,Apa yang membuat Anda merasa aman?,Mamatua
Sentani,Anak,Perempuan,Masyarakat,Apa yang membuat Anda merasa aman?,Mamaade
Sentani,Anak,Perempuan,Masyarakat,Apa yang membuat Anda merasa aman?,Kaka Perempuan
Sentani,Anak,Perempuan,Masyarakat,Apa yang membuat Anda merasa aman?,Kaka laki2
Sentani,Anak,Perempuan,Masyarakat,Apa yang membuat Anda merasa aman?,Bermain voli
Sentani,Anak,Perempuan,Masyarakat,Apa yang membuat Anda merasa aman?,Bertanya salah apa yang kami bikin
Sentani,Anak,Perempuan,Masyarakat,Apa yang membuat Anda merasa aman?,Minta maaf
Sentani,Anak,Perempuan,Masyarakat,Apa yang membuat Anda merasa aman?,Menangis
Sentani,Anak,Perempuan,Masyarakat,"Apa ketakutan Anda? Bagaimana Anda mengatasi situasi tersebut (misalnya, kepada siapa Anda pergi, apa yang Anda lakukan)?",orang berpikiran jahat kepada saya
Sentani,Anak,Perempuan,Masyarakat,"Apa ketakutan Anda? Bagaimana Anda mengatasi situasi tersebut (misalnya, kepada siapa Anda pergi, apa yang Anda lakukan)?",mendapatkan kekerasan fisik dari bapak saya
Sentani,Anak,Perempuan,Masyarakat,"Apa ketakutan Anda? Bagaimana Anda mengatasi situasi tersebut (misalnya, kepada siapa Anda pergi, apa yang Anda lakukan)?",mendapatkan kekerasan fisik dari bapak saya
Sentani,Anak,Perempuan,Masyarakat,"Apa ketakutan Anda? Bagaimana Anda mengatasi situasi tersebut (misalnya, kepada siapa Anda pergi, apa yang Anda lakukan)?","mendapatkan kekerasan fisik dari bapak saya, orang berpikiran jahat kepada saya"
Sentani,Anak,Perempuan,Masyarakat,"Apa ketakutan Anda? Bagaimana Anda mengatasi situasi tersebut (misalnya, kepada siapa Anda pergi, apa yang Anda lakukan)?",mendapatkan kekerasan fisik dari bapak saya
Sentani,Anak,Perempuan,Masyarakat,"Apa ketakutan Anda? Bagaimana Anda mengatasi situasi tersebut (misalnya, kepada siapa Anda pergi, apa yang Anda lakukan)?",takut kehilangan org tua
Sentani,Anak,Perempuan,Masyarakat,"Apa ketakutan Anda? Bagaimana Anda mengatasi situasi tersebut (misalnya, kepada siapa Anda pergi, apa yang Anda lakukan)?",mendapatkan kekerasan fisik dari bapak saya
Sentani,Anak,Perempuan,Masyarakat,"Apa ketakutan Anda? Bagaimana Anda mengatasi situasi tersebut (misalnya, kepada siapa Anda pergi, apa yang Anda lakukan)?",takut kehilangan org tua
Sentani,Anak,Perempuan,Masyarakat,"Apa ketakutan Anda? Bagaimana Anda mengatasi situasi tersebut (misalnya, kepada siapa Anda pergi, apa yang Anda lakukan)?","Takut orang mabuk, berpotensi melecehkan"
Sentani,Anak,Perempuan,Masyarakat,"Apa ketakutan Anda? Bagaimana Anda mengatasi situasi tersebut (misalnya, kepada siapa Anda pergi, apa yang Anda lakukan)?",Tidak suka di banding-bandingkan dengan anak lain atau anak tetangga
Sentani,Anak,Perempuan,Masyarakat,"Apa ketakutan Anda? Bagaimana Anda mengatasi situasi tersebut (misalnya, kepada siapa Anda pergi, apa yang Anda lakukan)?","Tidak boleh naik ke gereja, karena kami di larang (majelis tertentu, org tua) dianggap buruk, sering di teriakan jika kami naik ke gereja, diceritakan yang buruk."
Sentani,Anak,Perempuan,Masyarakat,"Apa ketakutan Anda? Bagaimana Anda mengatasi situasi tersebut (misalnya, kepada siapa Anda pergi, apa yang Anda lakukan)?",Tidak boleh duduk di OB (anak Perempuan tidak boleh duduk berlama’’ di rumah adat dan bercanda di OB karena dianggap perempuan tdk boleh berlebihan)
Sentani,Anak,Perempuan,Masyarakat,"Apa ketakutan Anda? Bagaimana Anda mengatasi situasi tersebut (misalnya, kepada siapa Anda pergi, apa yang Anda lakukan)?","Bully dalam keluarga (fitnah buruk, menceritakan kami yang tak benar)"
Sentani,Anak,Perempuan,Masyarakat,"Apa ketakutan Anda? Bagaimana Anda mengatasi situasi tersebut (misalnya, kepada siapa Anda pergi, apa yang Anda lakukan)?",Bully di kampung (mama2  tidak senang melihat kami bergaya)
Sentani,Anak,Perempuan,Masyarakat,Apa harapan Anda untuk komunitas Anda di masa depan?,Adanya Pembangunan dan kegiatan (olahraga) untuk anak muda
Sentani,Anak,Perempuan,Masyarakat,Bagaimana menurut Anda pemuda dapat berkontribusi dalam mengubah situasi?,Membagikan pengetahuan yang kami dapatkan di sekolah dengan mengajarkannya kepada teman2 yang putus sekolah
Sentani,Anak,Perempuan,Masyarakat,Bagaimana menurut Anda pemuda dapat berkontribusi dalam mengubah situasi?,"Memberi masukan saat kegiatan, ke pemimpin (KPK)."
Sentani,Anak,Perempuan,Masyarakat,Bagaimana menurut Anda pemuda dapat berkontribusi dalam mengubah situasi?,"Memberi motivasi/semangat bagi teman yang putus sekolah, di bully, kurang beruntung."
